Gene1,Gene2,EdgeWeight
HAND2,ST8SIA4,0.07274873
ZFP42,CASD1,0.072727054
TRIM28,SAMD3,0.072675064
GATA6,FOXN3,0.07267091
BCL11A,H1F0,0.07264255
BCL11A,SATB2,0.07263245
SOX17,TMSB15B,0.07263014
TFAP2A,MEF2D,0.07262646
SOX2,FAM89A,0.072622135
KLF5,DRAM2,0.07258324
SMAD2,ANKRD28,0.072565734
PRDM1,ESCO2,0.07255581
TFAP2A,HAPLN1,0.0724916
GATA3,SENP7,0.07248378
OTX2,OAS1,0.072477505
POU5F1,S1PR3,0.07246864
HAND2,BNIP3,0.07243036
GATA2,HDAC9,0.07240154
TFAP2A,BLM,0.07238602
GATA2,SETBP1,0.07236296
TRIM28,ZNF24,0.07230725
GATA2,POLR2I,0.07228641
GATA4,ZNF512,0.072242334
EOMES,PTGR1,0.07222828
HAND2,ZNF589,0.0722009
GATA3,UTP15,0.072187655
ZFP42,ARID4B,0.07218753
JUND,SLC36A4,0.072176464
HAND2,SRSF2,0.072168134
TRIM28,RBMX,0.07215543
EGR1,CIITA,0.07212766
EZH2,ZNF239,0.07211794
FOXH1,SLA2,0.07211189
ZFP42,ETV7,0.07207604
EZH2,SH3BGRL2,0.07204298
CTNNB1,RBBP4,0.0720315
GATA3,ZNF165,0.071974546
TFAP2A,ZNF398,0.07196781
CTNNB1,APLNR,0.07195778
STAT3,SYNE2,0.07194638
GATA3,HOXB3,0.07192801
KLF5,RPE,0.07192159
PRDM1,PTGR1,0.071913555
DNMT3B,QPCT,0.07191166
CTNNB1,NAP1L3,0.07188286
TP53,ADAMTS3,0.071882844
MLLT3,LMX1B,0.07188079
ZFP42,UNC5C,0.07186168
HAND2,SERTAD2,0.07185004
HAND2,ZFP42,0.071840145
SOX2,PCDH10,0.071772546
OTX2,ERCC-00046,0.07176615
TRIM28,YAF2,0.07175748
EZH2,MLF1IP,0.07175426
SOX2,KDM6A,0.07174637
OTX2,ERCC-00025,0.07174482
TRIM28,MCM2,0.071739815
SMAD2,DECR1,0.07173039
EGR1,CD9,0.07172868
TCF4,CXXC1,0.07172741
CTNNB1,CCNB2,0.07169392
SOX2,CBX3,0.07168941
GATA6,RORB,0.07164871
SOX17,PHLDB2,0.0716389
HAND2,CREB3L4,0.07161857
ZFP42,CAP2,0.07160637
MXI1,SPP1,0.07160423
OTX2,MSANTD3-TMEFF1,0.07158865
PRDM1,RAB31,0.071558654
BCL11A,PITX2,0.07149724
PRDM1,CA2,0.07148878
GATA4,RBPJ,0.07145959
POU5F1,RAVER2,0.071456425
MXI1,RBBP8,0.07138918
OTX2,KLHL12,0.071374774
DNMT3B,SRSF10,0.07135492
SOX2,MSANTD3-TMEFF1,0.071347505
TP53,VPS13C,0.07133713
POU5F1,SUPT16H,0.07130073
EOMES,SKIL,0.07128945
ZFP42,BRWD1,0.07128914
CTNNB1,ZNF146,0.07126051
JUND,NUDT11,0.07125322
MLLT3,HLX,0.07121687
SNAI2,SUPT7L,0.07120958
EOMES,TRPS1,0.07119255
SNAI2,NLGN4X,0.07118556
GATA2,DLC1,0.07115604
DNMT3B,DEK,0.071130596
GATA6,RXRG,0.071122795
EGR1,RUNX1,0.07104938
SOX17,CTBP1,0.07101318
OTX2,C4ORF46,0.071009405
GATA2,POLB,0.070999496
BCL11A,ZCCHC11,0.07099368
TFAP2A,KDR,0.07097747
TCF4,HPRT1,0.0709701
ZFP42,LHX1,0.07091367
TRIM28,ERCC-00044,0.070850655
POU5F1,RNF19A,0.07083042
GATA3,POLR3E,0.07082188
OTX2,ERCC-00060,0.07081484
EGR1,POU5F1,0.0707471
KLF5,ZNF512,0.070682175
TFAP2A,ERCC-00113,0.07066943
PRDM1,APOBEC3G,0.07065034
AR,RBM14,0.07064018
TP53,CLGN,0.07063255
SOX2,FOXJ1,0.07062076
GATA3,ESCO2,0.07061506
SOX2,LEPREL1,0.07058695
MLLT3,FAM46A,0.070573464
SOX2,PCDH7,0.07052719
TRIM28,SUPT16H,0.070514694
MLLT3,GATA4,0.070509374
HAND2,BAG3,0.07049027
SNAI2,NRP1,0.07048959
GATA3,E2F7,0.07047272
EGR1,ZEB2,0.07041858
FOXP1,LGR4,0.07041781
POU5F1,SMAD5,0.070395075
LEF1,RALB,0.070372805
TRIM28,STT3B,0.07035913
KLF5,LMO2,0.07035768
CTNNB1,HOMER1,0.070342034
TP53,GRHL2,0.07033985
POU5F1,NUSAP1,0.07033715
EGR1,ARID3A,0.070259
LEF1,TTN,0.07023678
STAT3,FOXJ1,0.07018818
GATA3,FLRT3,0.07012574
PRDM1,PLSCR4,0.07010833
TRIM28,FAM46A,0.0701032
SMAD2,ZFHX3,0.070102826
JUND,LUM,0.0700966
SOX17,FST,0.07008159
JUND,SRSF10,0.07007988
FOXP1,ASS1,0.07004229
TEAD4,SF1,0.06999396
GATA3,TMF1,0.069968216
TFAP2A,SLC46A3,0.06996563
EOMES,ELK3,0.0699237
GATA3,FAM135A,0.06991046
MXI1,ERCC-00108,0.069894426
KLF5,PRDM1,0.06989226
EZH2,TRIP6,0.069886684
POU5F1,ERCC-00113,0.069882676
PRDM1,TBC1D4,0.06986729
EGR1,HNRNPD,0.06986342
HAND2,S1PR3,0.06985687
SOX2,RAX2,0.06985544
SNAI2,ANXA3,0.06982252
TCF4,CCNB2,0.069818094
HAND2,UNC5C,0.06981243
ZFP42,PLP1,0.06980924
AR,TMEM64,0.06980079
BCL11A,ENO1,0.06976016
TFAP2A,GPR83,0.069709934
TRIM28,CBFA2T2,0.069692895
CTNNB1,ZBTB2,0.06969232
JUND,MAP4K3,0.06967951
KLF5,ZNF587,0.069654614
TRIM28,ZNF239,0.06963284
TRIM28,FST,0.069584765
POU5F1,PARP1,0.069569126
GATA4,PRKACB,0.069565445
AR,ANKRD28,0.069542944
TFAP2A,DDHD2,0.069542736
SNAI2,GPR83,0.06953608
POU5F1,TAF1L,0.06953035
BCL11A,AKAP2,0.0695267
PRDM1,NFE2L3,0.06951252
GATA2,MTERF,0.06945351
GATA2,NUCB2,0.06940636
OTX2,ERCC-00003,0.069360554
TFAP2A,DLC1,0.06935184
LEF1,ERCC-00042,0.06933229
TCF4,CD48,0.069314316
JUND,TRIM33,0.069215655
POU5F1,ANKRD26,0.06919646
DNMT3B,SUPT7L,0.06919152
LEF1,LMO3,0.069173545
GATA2,FXR1,0.06916923
MLLT3,SNX18,0.069151595
EZH2,CTSK,0.06913908
LEF1,ARID3A,0.069120616
ZFP42,POLR3G,0.06908947
SOX2,LMO2,0.06905794
PRDM1,QPCT,0.06901872
TFAP2A,SP110,0.06896218
CTNNB1,BMPER,0.06895627
AR,ZNF516,0.06892573
DNMT3B,CDC7,0.06891185
HAND2,DAXX,0.06890002
SMAD2,LHX1,0.06889042
TEAD4,S1PR3,0.06887306
GATA3,HAS2,0.06887278
TFAP2A,SNX16,0.068869665
MXI1,C11ORF46,0.068866804
EOMES,MKI67IP,0.06881982
HAND2,CALCOCO1,0.06872311
GATA6,CUL1,0.06868935
FOXH1,VPS54,0.06867069
MLLT3,POLR2F,0.06864961
TFAP2A,SFRP1,0.068642795
SMAD2,SNAPC3,0.0686266
SOX17,CD200,0.06859829
GATA3,PLP1,0.06858821
SOX2,CBR1,0.068544775
HAND2,PRIM1,0.06852411
GATA2,RNF138,0.068515144
TP53,STK3,0.06848809
SOX17,TIPIN,0.06847105
FOXH1,WDR12,0.06845535
CTNNB1,TIMM8A,0.06843072
HAND2,PIK3R5,0.06840227
TFAP2A,ZNF512,0.06839423
PRDM1,EPB41L3,0.068381146
DNMT3B,EHMT2,0.068363726
POU5F1,RIPPLY1,0.068362385
DNMT3B,FOXJ2,0.06836237
GATA2,SEMA3E,0.06835056
EOMES,FN1,0.06829711
ZFP42,CCNE2,0.06829632
OTX2,ERCC-00009,0.06829235
PRDM1,CLDN10,0.068270236
JUND,RIOK1,0.068209045
TEAD4,ZNF107,0.0682072
MLLT3,TLR7,0.06819891
GATA2,NEDD9,0.06817825
POU5F1,RBBP8,0.06817505
POU5F1,ERCC-00076,0.06815298
GATA6,ERCC-00171,0.06811567
SMAD2,FLI1,0.068097614
SOX17,ERCC-00136,0.06805444
POU5F1,CCDC141,0.06802681
MXI1,PTMA,0.06796938
GATA2,CCDC141,0.06795959
BCL11A,EOMES,0.06792686
GATA2,RBFOX2,0.067839034
GATA3,MLL3,0.06782836
EZH2,HRSP12,0.06779909
POU5F1,LHX1,0.06779079
GATA6,PPARA,0.067787856
EGR1,FOXH1,0.06777558
STAT3,PNPLA8,0.067768104
HAND2,C12ORF23,0.06774825
TP53,SNAPC4,0.06768499
SOX17,HOXB3,0.06764796
TP53,ZNF239,0.06762347
STAT3,FOXD3,0.06758937
CTNNB1,HEG1,0.06757182
EGR1,GYPE,0.06756333
POU5F1,ERCC-00111,0.067529604
MLLT3,STK17B,0.06752764
MXI1,BMP2,0.06750295
BCL11A,APEX1,0.06749785
GATA6,PNPLA8,0.067475334
OTX2,HAND2,0.067465305
MLLT3,LDB2,0.06745201
TP53,SF1,0.0674485
NANOG,ZNF107,0.06741428
TCF4,FOXF1,0.06740144
HAND2,PPARA,0.06738734
DNMT3B,ANKZF1,0.0673861
MLLT3,TFB2M,0.06738447
LEF1,FAM89A,0.06735559
AR,ANKRD50,0.067338705
SOX17,KIF23,0.067331105
POU5F1,HOXB2,0.06731104
GATA3,ERCC-00074,0.06729183
GATA4,CYP26A1,0.06727852
TFAP2A,GPSM2,0.06725468
NANOG,C11ORF82,0.06724791
PRDM1,GTF2H2,0.0672455
DNMT3B,C3ORF14,0.06720423
SOX17,KLF6,0.06718357
GATA3,SATB1,0.06717488
EGR1,NFATC3,0.06716199
GATA3,PROM1,0.067153364
GATA3,SP100,0.06713391
EGR1,RPE,0.06713018
AR,IRF1,0.0671225
SOX2,SLC19A2,0.067117035
SOX2,MEPE,0.06711274
POU5F1,MYCN,0.06708569
EZH2,PHLDB2,0.067084834
TFAP2A,HLA-DRB1,0.06707356
TCF4,ALS2CR8,0.067037955
STAT3,RNF19A,0.06702108
GATA6,SPP1,0.067007
PRDM1,ITGA6,0.066994295
GATA2,RXRG,0.06697166
SMAD2,ERCC-00096,0.06695773
LEF1,TIMP3,0.0669505
GATA3,TCOF1,0.06693889
TCF4,DYNC2LI1,0.06693104
SOX2,HAND2,0.06691268
SOX2,ALS2CR8,0.06688831
GATA4,AES,0.06688587
GATA2,LRAT,0.06685527
KLF5,ERCC-00136,0.06685157
SNAI2,GLIPR2,0.06676312
GATA4,WWTR1,0.06670646
OTX2,MCM3,0.066698164
SMAD2,TTN,0.06665914
TP53,LGR4,0.06660366
OTX2,MYCT1,0.0666016
PRDM1,AES,0.066581674
TCF4,ERCC-00111,0.06651574
SOX17,ODC1,0.06648733
SOX17,NLGN4X,0.06648685
TP53,MECOM,0.06647742
SMAD2,ERCC-00060,0.0664635
SNAI2,KIAA1467,0.066403545
POU5F1,LRIG3,0.0663918
MLLT3,ERCC-00060,0.06637056
GATA2,POU3F1,0.066357955
TRIM28,ATG4C,0.066348985
LEF1,MECOM,0.066345125
GATA4,TRIP11,0.066294566
SOX17,NONO,0.06624235
OTX2,WDR35,0.06624222
AR,PLXNA2,0.06623563
SOX17,FBXO34,0.06618719
POU5F1,ETV3,0.06617025
MXI1,GYPE,0.0661467
SOX17,NRP1,0.066125125
GATA3,CYP1B1,0.066112004
EZH2,DRAM2,0.06610219
GATA3,NIPSNAP3A,0.06608573
CTNNB1,VPS54,0.06607449
POU5F1,TCF7L1,0.066029415
HAND2,CEP290,0.06602316
TFAP2A,PDCD4,0.066021025
STAT3,SPPL2A,0.06601947
STAT3,DNMT1,0.066007555
NANOG,ERCC-00025,0.065995455
NANOG,GYPE,0.065993294
TFAP2A,KDELR3,0.06598429
TRIM28,RNF13,0.0659823
TFAP2A,ZNF471,0.0659609
TFAP2A,RBBP8,0.06592257
SMAD2,CREB3L4,0.065922454
TEAD4,MIF,0.065911554
NANOG,CDCA8,0.065851256
TRIM28,ILF3,0.065839075
POU5F1,FASTKD3,0.06583491
AR,GYPE,0.06583311
SMAD2,SHOX2,0.06581796
BCL11A,ZBTB2,0.06580642
GATA4,APOBEC3G,0.06579735
SOX17,PIK3R5,0.06578478
GATA2,ID3,0.06578203
MLLT3,ANKRD28,0.065776594
PRDM1,SMAD5,0.065739185
SMAD2,KLHL24,0.06572777
GATA3,FBXO5,0.06570773
KLF5,CD9,0.06569324
BCL11A,CTNNB1,0.06568384
HAND2,DPH2,0.06563326
SOX17,TSPAN12,0.06563259
EZH2,CASD1,0.06560988
KLF5,PLP1,0.06559436
EGR1,ZNF589,0.065590225
KLF5,ZDHHC21,0.06558322
POU5F1,RBMX,0.06558094
SMAD2,GLIPR2,0.065578654
CTNNB1,WDR5,0.06556436
OTX2,PITX2,0.06555548
FOXH1,HLA-DQB1,0.06554179
SOX17,SMAD5,0.06545366
SOX17,OTUD6B,0.06544635
HAND2,NCOA6,0.065443575
EGR1,POLR2I,0.06542925
TEAD4,RMI1,0.065424055
STAT3,SNX16,0.065397
DNMT3B,LECT1,0.06537238
GATA4,LUM,0.06533644
EGR1,TEAD4,0.06529862
AR,BNIP3,0.065277055
DNMT3B,OAS1,0.065240644
GATA2,CLDN10,0.065229
GATA3,DLC1,0.065222874
EGR1,WLS,0.06520919
STAT3,STAT2,0.06518974
AR,MFAP4,0.06516978
GATA2,ERCC-00042,0.06514989
FOXH1,PDE3B,0.06509658
SOX2,RBMX,0.06508505
FOXH1,KLF8,0.06508444
FOXH1,NFIB,0.065078646
GATA2,TPD52,0.0650592
SOX17,SULF2,0.065037265
TFAP2A,NFE2L3,0.06502442
OTX2,ZNF239,0.06499515
EGR1,SP110,0.06499094
POU5F1,NFE2L3,0.06498999
SMAD2,ZEB1,0.064989254
HAND2,MLLT3,0.064964
SOX17,FBXO28,0.06496315
EGR1,TLE2,0.06495035
EGR1,LRR1,0.06492719
FOXP1,FARSB,0.06490612
GATA3,ABLIM1,0.064891815
SNAI2,ERCC-00165,0.06482366
EOMES,LRAT,0.064806834
BCL11A,PLK2,0.0647901
GATA4,CALCOCO1,0.064780936
PRDM1,NIPSNAP3A,0.06477697
STAT3,FOXF1,0.064769916
TEAD4,FAM46A,0.06476869
AR,BTBD10,0.06474258
JUND,PA2G4,0.064739436
SOX17,EHMT2,0.06465872
HAND2,ZNF24,0.06464444
BCL11A,DKK1,0.06463684
PRDM1,BMP2,0.0646013
BCL11A,ERBB4,0.064601295
SNAI2,NFE2L3,0.06455996
FOXH1,RUVBL1,0.064555466
EGR1,UHRF1,0.06454462
SMAD2,HAS2,0.064525336
PRDM1,FZD5,0.064497665
JUND,MLF1IP,0.06449376
PRDM1,SLC39A11,0.064466774
KLF5,PRIM1,0.064462274
MXI1,PRIC285,0.06445131
OTX2,MAP3K2,0.06443775
TP53,ZIC2,0.06443663
TCF4,DUSP4,0.06443444
SNAI2,DUSP10,0.0644257
NANOG,ARNT2,0.064410135
TCF4,HOMER1,0.06434417
EOMES,ZCCHC11,0.06432073
SMAD2,APBB1,0.06431724
NANOG,ERCC-00053,0.06431664
MXI1,PRIM1,0.064301
TFAP2A,MRPS30,0.0642929
EGR1,E2F4,0.06427398
GATA4,SMAD6,0.06423201
FOXP1,ERCC-00062,0.06422937
TP53,TTN,0.064217
GATA4,ERCC-00076,0.06421579
BCL11A,ARID3B,0.06420111
HAND2,KIF15,0.06419596
GATA2,NOL11,0.06419143
AR,MAGI3,0.064184844
MXI1,FOXF1,0.0641766
AR,LEPREL1,0.06414492
TCF4,EZH2,0.064113855
LEF1,KLF5,0.06411211
TP53,FAM46A,0.064111635
BCL11A,NIPSNAP3A,0.064075276
PRDM1,SHOX2,0.064073965
MLLT3,WWP1,0.06405645
GATA4,TCF19,0.064015
HAND2,SUPT16H,0.06394063
AR,PNPLA8,0.063926324
JUND,RSPO3,0.06392386
TEAD4,MED14,0.06392241
ZFP42,POU3F1,0.06389423
GATA6,COL5A1,0.06383386
POU5F1,ZNF142,0.063830644
BCL11A,FER,0.06381442
CTNNB1,STC1,0.06379834
FOXH1,CD48,0.063795775
ZFP42,LRR1,0.063789316
GATA4,HDGF,0.06376843
FOXP1,LUM,0.06376475
OTX2,ERCC-00108,0.06372587
TCF4,CIITA,0.06370836
GATA4,TRIP13,0.06370661
KLF5,ERCC-00074,0.063698374
FOXH1,BNIP3,0.0636886
TFAP2A,ZNF8,0.06366444
SNAI2,MKI67IP,0.0636611
LEF1,RRN3,0.06363015
POU5F1,ITGA5,0.06362392
DNMT3B,SERHL2,0.06360374
DNMT3B,ERCC6L,0.063535675
GATA2,MLL3,0.063521616
CTNNB1,RIN2,0.063501656
GATA3,POLR2F,0.06350118
PRDM1,ASB9,0.063498974
BCL11A,CEP85L,0.063475415
ZFP42,WDR12,0.063433185
EZH2,RBMX,0.063410655
GATA4,FOXJ2,0.063408
SMAD2,DAXX,0.06340544
MXI1,HOXB6,0.063399754
MXI1,MKI67IP,0.06337376
MXI1,FAM117B,0.06336869
BCL11A,EWSR1,0.063347846
STAT3,SHOX,0.06334415
GATA3,LECT1,0.0633391
POU5F1,MSANTD3-TMEFF1,0.06333363
TEAD4,COL4A1,0.06333111
GATA3,NUP54,0.06332575
HAND2,ZNF518B,0.06332389
HAND2,ODC1,0.06331761
KLF5,GSC,0.06329617
ZFP42,PTGR1,0.063289426
BCL11A,RIN2,0.06326552
PRDM1,WDR5,0.06324832
NANOG,TPD52,0.06323577
SOX17,PSMD9,0.06318721
EZH2,ZIC2,0.06316659
EOMES,COL4A1,0.0631648
EZH2,CCKBR,0.0631296
GATA2,ZNF764,0.06310784
GATA6,RAD51AP1,0.06310636
EOMES,UNC5C,0.06310421
GATA3,RIN2,0.06310402
HAND2,CLGN,0.06307836
AR,CBX3,0.06307309
SNAI2,PBXIP1,0.06303975
SOX17,RIPPLY1,0.063026406
KLF5,PRSS23,0.063016266
NANOG,GCA,0.062998205
SOX2,POLR2G,0.06297373
TRIM28,MLLT6,0.06291337
TP53,REV3L,0.062882006
PRDM1,DPH2,0.062874645
EGR1,ABCA1,0.062867835
NANOG,SEMA5A,0.062832505
EZH2,APLNR,0.06282291
GATA6,MCCC1,0.06275119
FOXP1,VHL,0.06274617
TRIM28,CXXC1,0.06272198
SNAI2,DNAJB14,0.06272097
TP53,ZNF165,0.062716424
AR,ODC1,0.062707946
EOMES,NRIP1,0.06267994
TCF4,GYPE,0.06267342
AR,HOXB7,0.06266765
SOX17,TEAD4,0.06264835
NANOG,SLA2,0.062624335
AR,ARNT2,0.06261859
FOXP1,RORB,0.06251885
ZFP42,PER3,0.062487
CTNNB1,XRCC6,0.062483877
GATA2,TFAP2A,0.06248271
AR,LMX1B,0.062454134
GATA2,RARG,0.062432583
TCF4,RAVER2,0.062410545
GATA2,ELOVL2,0.062408566
AR,LGR5,0.062404834
ZFP42,SLC6A15,0.062358927
GATA3,HOXB7,0.062354703
MXI1,SLC39A8,0.062315702
PRDM1,FAM69A,0.062314335
JUND,HAND1,0.062303938
EOMES,ERCC-00111,0.062278736
POU5F1,KLHL28,0.06226173
SOX2,NUAK1,0.062256545
TRIM28,GABRB2,0.0622509
SOX17,ALCAM,0.062185712
MLLT3,GLMN,0.062166363
GATA3,RIOK1,0.062141575
TRIM28,CTSK,0.06209714
HAND2,SOX3,0.0620896
TP53,RIPPLY1,0.06207995
DNMT3B,PROM1,0.062071644
LEF1,PENK,0.062014166
NANOG,PIK3R5,0.061940283
STAT3,FOXN3,0.06193593
GATA3,GLMN,0.061934583
POU5F1,MEF2D,0.06193325
STAT3,MKI67IP,0.06192835
GATA3,PDLIM3,0.061913818
SOX2,ERCC-00096,0.061902635
NANOG,ERCC-00095,0.061901316
OTX2,ERCC-00092,0.061888006
SMAD2,FEZ1,0.061882343
TP53,ERCC-00002,0.061878428
SOX2,TRIM25,0.061861105
MXI1,RUNX1,0.0618605
EZH2,NFATC1,0.061838962
GATA3,CCNB2,0.061805047
GATA2,BMP4,0.061788447
MLLT3,ZNF160,0.061758578
EZH2,ZIC3,0.06172639
PRDM1,ARHGAP28,0.061710805
TP53,HMGN2,0.06170141
GATA3,ERCC-00130,0.061693087
JUND,SLC6A15,0.06166175
PRDM1,MRS2,0.06165333
SOX17,PDE3B,0.06159614
AR,LHX1,0.061588995
HAND2,MEPE,0.061585896
SMAD2,APEX1,0.06157905
TFAP2A,LGR4,0.06156478
GATA6,WDHD1,0.061556213
TEAD4,GLIPR2,0.061534826
AR,CYP26A1,0.061531425
DNMT3B,ZNF764,0.061520033
TFAP2A,NRIP1,0.061482217
POU5F1,CCPG1,0.061442435
OTX2,ST8SIA1,0.06143886
POU5F1,KIAA1109,0.06143379
TRIM28,RBBP8,0.061418444
GATA2,PDGFRA,0.061400406
CTNNB1,TLR7,0.061398864
GATA2,FAM188A,0.061397374
TP53,MAMLD1,0.06137835
TCF4,POU5F1,0.061370745
TCF4,ERCC-00074,0.061347075
HAND2,PRTG,0.061346322
HAND2,ERCC-00004,0.061330833
EOMES,FLRT3,0.061274394
SNAI2,HAND2,0.0612517
TRIM28,ECI2,0.06125135
EOMES,ZDHHC21,0.061237086
SNAI2,MLF1IP,0.061213173
FOXP1,FBN1,0.061208397
HAND2,BMPER,0.061194353
FOXH1,HAND2,0.06116664
MXI1,POLR1A,0.061166205
FOXH1,TMF1,0.06111268
MLLT3,SUPT16H,0.06109999
KLF5,LECT1,0.061075337
JUND,ARNT2,0.061046723
TFAP2A,PLK1,0.061039396
FOXH1,B3GNT5,0.06103787
TP53,HOXB2,0.06101264
DNMT3B,RFXANK,0.060981072
TEAD4,GRPR,0.060948238
STAT3,MAMLD1,0.060941994
GATA3,ATRX,0.060937464
LEF1,ERCC-00096,0.060932063
FOXH1,RUVBL2,0.060903195
TRIM28,ERCC-00113,0.060878545
TFAP2A,SATB1,0.06087605
GATA3,IGDCC4,0.0608534
STAT3,BAMBI,0.06084174
EGR1,ILF3,0.060817376
POU5F1,FOXJ1,0.060776234
ZFP42,FAM117B,0.06075957
DNMT3B,APOBEC3C,0.060699493
PRDM1,ERCC6L,0.060682252
GATA6,BCL11A,0.060663924
DNMT3B,TNFRSF11B,0.060657516
MXI1,CHL1,0.060641944
AR,TDP2,0.060627878
GATA2,POU2F1,0.06060542
SOX17,CCDC80,0.060592838
TFAP2A,GYPA,0.060540248
SNAI2,VASH2,0.06051206
TEAD4,ZNF239,0.060512025
EOMES,CCNE2,0.060507566
TFAP2A,ERCC-00009,0.060464792
AR,PCDH10,0.06042549
TEAD4,GYPE,0.06036284
JUND,THY1,0.0603358
POU5F1,ZBTB10,0.060320817
ZFP42,LIMD1,0.060313664
STAT3,MLF1IP,0.060254715
STAT3,KHDRBS2,0.060250673
GATA6,RAVER2,0.060243353
PRDM1,SERPINE2,0.06022668
ZFP42,RFXANK,0.06022488
ZFP42,MRPL1,0.060207255
SMAD2,PCDH7,0.06019523
SMAD2,ERCC-00111,0.06018879
TFAP2A,PDLIM3,0.060183033
FOXP1,MBIP,0.060162187
ZFP42,YAF2,0.060140222
EGR1,ABLIM1,0.06012842
LEF1,ERCC-00004,0.06010082
TFAP2A,TFDP1,0.060066186
HAND2,SLITRK2,0.060047463
EOMES,PIK3R5,0.06004112
TRIM28,TMSB15B,0.05999045
EOMES,TLE3,0.059970573
ZFP42,STC1,0.05992503
HAND2,FREM1,0.059919238
SOX2,TRDN,0.05986757
LEF1,FOXJ1,0.059835467
HAND2,UTP18,0.059816852
EZH2,C3ORF14,0.05980478
JUND,CER1,0.059795678
MXI1,DNMT1,0.059752673
TP53,RRN3,0.059743702
GATA2,TMEM131,0.059741553
POU5F1,CYP1B1,0.059725184
EGR1,APLNR,0.059720017
GATA2,ERCC-00009,0.0597148
SNAI2,TTK,0.059687003
SOX2,DLC1,0.059681118
GATA3,ZKSCAN1,0.059660032
EOMES,RORB,0.059645087
DNMT3B,ARL4A,0.059630245
ZFP42,SP110,0.059613373
ZFP42,MFAP4,0.059601422
TCF4,GPSM2,0.05957567
SMAD2,ZCCHC11,0.059572443
SMAD2,GYPA,0.059565775
TEAD4,PROM1,0.059562206
SOX17,CBFA2T2,0.059521317
GATA2,GDAP1,0.05950738
KLF5,ZNF239,0.059471585
DNMT3B,C12ORF23,0.059434816
JUND,ERCC-00108,0.05942816
SOX17,RAI1,0.05940747
JUND,RBBP8,0.059404675
STAT3,HAND1,0.059397645
OTX2,WNT5A,0.059395954
GATA4,MLL3,0.059369303
TP53,ZFP42,0.059361238
AR,PLP1,0.059351683
CTNNB1,PATZ1,0.059336722
SOX2,ERCC-00043,0.059303876
TCF4,SHOX,0.059283692
LEF1,ZFHX3,0.059269965
SOX17,RUNX1,0.059251096
SNAI2,LRIG3,0.05922076
LEF1,ZEB2,0.05920188
EGR1,KAL1,0.059190374
NANOG,MAPK10,0.05917324
EGR1,SYNC,0.059172273
ZFP42,ASXL1,0.05910846
MLLT3,TRIP13,0.059104472
EZH2,GABRB3,0.059102252
AR,TEX10,0.05907815
EZH2,SIX6,0.059076995
STAT3,EZH2,0.059035618
KLF5,ERCC-00165,0.05903391
SMAD2,APOBEC3C,0.059031546
ZFP42,TFDP1,0.05902868
BCL11A,ECI2,0.059015974
SNAI2,KLHL4,0.05901569
JUND,SIPA1L2,0.059008583
ZFP42,NEDD4,0.059008278
BCL11A,ATP2B4,0.059005413
EGR1,WWP1,0.058972187
LEF1,PMAIP1,0.05895289
ZFP42,LZTS1,0.058936525
OTX2,ST8SIA4,0.058923557
MLLT3,XRN1,0.058905005
TRIM28,HESX1,0.05887218
EZH2,PLP1,0.058860548
PRDM1,SFRP1,0.058857307
PRDM1,TRIM33,0.058850482
EZH2,HLA-DQB1,0.058849175
GATA2,KLF5,0.058816843
ZFP42,TLE1,0.058816697
EZH2,SETBP1,0.05879791
EZH2,TFAP4,0.0587893
SOX2,MFAP4,0.058765188
SMAD2,RNF14,0.05874875
TCF4,ZFHX3,0.05869686
EOMES,SETBP1,0.058683608
KLF5,ZCCHC11,0.05867967
TEAD4,ELL2,0.058669705
KLF5,ERCC-00130,0.05864264
SMAD2,PMP22,0.058584206
GATA4,JUND,0.058562614
GATA3,ANKRD26,0.05855763
GATA4,UPF2,0.058543295
GATA6,GRHL2,0.058530584
SMAD2,TRIM27,0.058527287
PRDM1,EHMT2,0.058490247
GATA4,CYP1B1,0.05848727
GATA6,CEP85L,0.058487065
LEF1,ERCC-00112,0.058482297
SOX2,POLR1B,0.058456935
BCL11A,ERCC-00003,0.05844812
EGR1,BMPER,0.05844009
TRIM28,FASTKD3,0.058429234
TEAD4,MRS2,0.058426008
TCF4,ZNF239,0.058416627
EGR1,ARID4B,0.058405638
FOXP1,HLX,0.058349412
AR,ETS1,0.058346137
EGR1,PFKFB2,0.05833848
SMAD2,RHOBTB3,0.058336794
ZFP42,LRIG3,0.058316756
MLLT3,RAX2,0.05830267
LEF1,NEDD4,0.058288418
GATA6,LIMCH1,0.058282718
TFAP2A,DEK,0.058282264
JUND,TEAD1,0.058261458
FOXP1,HLA-DRB1,0.058260344
MLLT3,DDHD2,0.058246776
EOMES,ARID4B,0.05824116
TP53,PLK1,0.058234923
FOXH1,FLRT2,0.058206186
BCL11A,SMG6,0.05819378
SNAI2,POLR2G,0.05819259
GATA2,NKX3-1,0.058175333
POU5F1,CREB3L2,0.058148883
PRDM1,ZNF488,0.05814874
GATA2,ECI2,0.05814698
EGR1,RAB31,0.05814542
TFAP2A,ERCC-00022,0.058141124
LEF1,NOC3L,0.05811818
TRIM28,PDGFRA,0.058116097
SNAI2,PLP1,0.058109704
GATA6,MCM2,0.0581069
EGR1,SRC,0.058083866
GATA4,MCM2,0.058055975
POU5F1,ELMOD2,0.058055446
GATA3,TFB2M,0.058016445
POU5F1,SOX13,0.05801325
SOX17,SIX6,0.05801127
